bankroll,bet,stop_loss,mode,success_rate,fail_rate,neutral_rate,score
123,3,0.8,percent,0.46,0.54,0.0,-0.08000000000000002
124,4,0.8,flat,0.501,0.499,0.0,0.0020000000000000018
124,4,0.7,flat,0.486,0.514,0.0,-0.028000000000000025
124,5,0.7,flat,0.46,0.54,0.0,-0.08000000000000002
124,3,0.9,flat,0.449,0.551,0.0,-0.10200000000000004
124,3,0.8,flat,0.449,0.551,0.0,-0.10200000000000004
124,12,0.7,percent,0.471,0.529,0.0,-0.05800000000000005
124,4,0.8,percent,0.469,0.531,0.0,-0.062000000000000055
124,7,0.8,percent,0.465,0.535,0.0,-0.07
124,6,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
124,4,0.7,percent,0.453,0.547,0.0,-0.09400000000000003
125,4,0.7,flat,0.48,0.52,0.0,-0.040000000000000036
125,3,0.8,flat,0.476,0.524,0.0,-0.04800000000000004
125,3,0.95,flat,0.461,0.539,0.0,-0.07800000000000001
125,4,0.8,flat,0.458,0.542,0.0,-0.08400000000000002
125,3,0.9,flat,0.452,0.548,0.0,-0.09600000000000003
125,7,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
125,10,0.7,percent,0.459,0.541,0.0,-0.08200000000000002
125,3,0.8,percent,0.457,0.543,0.0,-0.08600000000000002
125,6,0.7,percent,0.457,0.543,0.0,-0.08600000000000002
125,8,0.7,percent,0.453,0.547,0.0,-0.09400000000000003
126,4,0.8,flat,0.474,0.526,0.0,-0.052000000000000046
126,5,0.7,flat,0.463,0.537,0.0,-0.07400000000000001
126,3,0.8,flat,0.462,0.538,0.0,-0.07600000000000001
126,4,0.7,flat,0.46,0.54,0.0,-0.08000000000000002
126,4,0.9,flat,0.456,0.544,0.0,-0.08800000000000002
126,3,0.7,percent,0.481,0.519,0.0,-0.038000000000000034
126,5,0.9,percent,0.478,0.522,0.0,-0.04400000000000004
126,3,0.8,percent,0.473,0.527,0.0,-0.05400000000000005
126,5,0.7,percent,0.465,0.535,0.0,-0.07
126,7,0.7,percent,0.462,0.538,0.0,-0.07600000000000001
127,5,0.7,flat,0.468,0.532,0.0,-0.064
127,4,0.7,flat,0.465,0.535,0.0,-0.07
127,4,0.8,flat,0.461,0.539,0.0,-0.07800000000000001
127,5,0.8,flat,0.453,0.547,0.0,-0.09400000000000003
127,5,0.9,flat,0.445,0.555,0.0,-0.11000000000000004
127,3,0.9,percent,0.473,0.527,0.0,-0.05400000000000005
